customer_id,region,loan_amount,loan_purpose,credit_score,monthly_income,existing_loans,loan_tenure,default_risk,late_payment_flag
1613,West,28542.18207615615,Personal,348.2688109633873,5915.477147641062,4,53,0,1
1614,North,8452.371090043034,Personal,773.8129795490335,24756.10703095423,0,51,0,1
1615,South,14675.49018852636,Education,736.156998683651,15086.842978036448,2,23,0,0
1616,East,74206.92371550683,Personal,473.54659890142005,6296.321200307899,3,28,1,1
1617,East,23968.625113861435,Agriculture,495.36913777235776,26187.93281903217,0,33,0,1
1618,North,40270.73744801241,Small Business,325.5538124720503,14267.955163923189,1,20,0,0
1619,South,52661.42077061036,Education,308.6573361141949,25373.381667788035,4,14,0,0
1620,North,73919.47600276547,Personal,562.3533694967509,17498.749397462892,4,33,0,1
1621,North,15756.96620961691,Personal,352.5468050235208,32166.899162619495,4,47,0,0
1622,South,43604.80850135884,Agriculture,406.70099792836714,49589.48240932817,1,50,0,0
1623,South,51081.926368556065,Small Business,765.721959739665,29625.436432024922,2,29,0,1
1624,West,56378.57107729627,Agriculture,614.0656151877488,34110.31626017465,3,28,0,1
1625,South,82744.26093254559,Education,648.4978404963624,46367.409098804055,0,38,0,0
1626,East,21309.428529105608,Personal,403.11363195755604,21830.018797629124,1,46,0,0
1627,North,81743.98792352912,Personal,755.7639924499308,12494.680240351237,4,43,0,1
1628,North,70823.45063118196,Personal,777.3888748418611,17725.877731874898,3,14,1,1
1629,East,57807.727348901135,Agriculture,587.8301765421738,23125.772332154716,4,24,0,1
1630,South,71455.14768824434,Agriculture,801.9067745332629,34025.795656512724,1,28,0,0
1631,East,44141.68520040736,Small Business,764.6557437250199,5206.461324337446,4,29,0,0
1632,East,18147.77066697183,Education,702.228297170941,43402.24466451429,1,28,0,0
1633,West,68247.69782520989,Small Business,703.7417536314957,8424.22878724237,4,59,1,0
1634,East,54843.86913513411,Small Business,357.9664106729748,45529.48170133477,1,27,0,1
1635,North,65740.60605156366,Personal,448.9598207326162,47724.55345422045,4,33,0,0
1636,East,37109.88419770655,Agriculture,336.7659708997218,49554.62573504603,3,36,1,0
1637,North,91152.32484728441,Education,304.77466507446974,41427.958298309495,3,12,0,0
1638,North,60800.13751467981,Small Business,387.07024226115055,11383.498667306867,4,38,0,0
1639,North,13113.236007633013,Education,784.2679504558171,36777.51694513338,4,25,0,0
1640,South,47731.379116920725,Personal,431.93073246982834,14149.458077367943,1,39,0,0
1641,West,76853.82520064527,Small Business,833.5846794254469,45370.752601118176,1,58,0,0
1642,North,80442.78336456587,Agriculture,628.5100497586634,19247.266654490515,1,47,0,0
1643,North,51986.72001255708,Small Business,430.49216819907974,19705.81896837685,2,54,0,0
1644,South,90001.0192289736,Personal,573.4219419163171,46294.398316169,4,43,0,0
1645,North,30428.501533458268,Small Business,420.50215248506345,5595.398185266705,4,40,0,0
1646,East,44006.876237635326,Personal,841.1854570003056,13728.47681676064,4,28,0,1
1647,East,90366.70650405216,Small Business,765.9957411477301,23986.951995355477,4,39,0,0
1648,West,90144.38806479999,Education,314.431333830281,36532.470528958685,1,52,0,0
1649,North,70142.7130383447,Agriculture,821.2768173071091,34140.477472013095,1,32,0,0
1650,South,86603.15197661091,Personal,696.585809016588,35123.534382521706,2,35,0,1
1651,East,13433.460360842104,Education,345.3096886117031,44600.99127847989,1,57,0,0
1652,South,87174.52273973875,Personal,668.850760479545,10446.368553196548,4,46,1,0
1653,South,35458.89112227154,Small Business,655.8096838811271,28497.276329844666,4,31,0,1
1654,East,21941.49368068055,Personal,420.3338101941709,37646.49600961199,0,33,0,1
1655,South,27740.134452494403,Personal,717.1456850041666,33625.3299315874,1,15,0,1
1656,East,44707.00826131927,Agriculture,347.8855868221319,25174.135397267037,0,27,0,1
1657,South,28863.240437424385,Education,569.1948496771863,5770.156364247378,4,32,0,0
1658,East,35453.92067156741,Small Business,305.45776393969834,7720.3519541548085,1,55,0,0
1659,North,17822.956176806,Agriculture,832.8056188921105,10352.35970842265,4,32,0,0
1660,West,33136.79272810486,Personal,713.3599974773001,20445.24887759136,0,51,0,1
1661,East,59366.96238149011,Agriculture,387.3686418878108,10294.40537002161,0,52,0,0
1662,East,46976.10226865108,Personal,487.9207219732057,24173.704087817376,3,22,1,1
1663,West,37938.28231741156,Small Business,388.30930779449693,13038.889576351074,3,48,0,0
1664,East,75912.95224142582,Personal,721.6396052711231,40062.478888679274,1,55,0,0
1665,East,89883.4472823652,Agriculture,332.39297898524336,44216.942752049705,1,33,0,0
1666,South,76894.97617572772,Agriculture,762.2236605600428,22534.137858567912,1,31,0,1
1667,West,36540.06670117952,Personal,818.2079863596514,28009.929439203745,1,13,1,0
1668,North,75722.0059445676,Education,672.1453685434649,47907.330870242375,1,54,0,1
1669,East,19438.117335034865,Agriculture,417.1309975007888,29097.84899068792,1,22,0,0
1670,West,17380.208868672635,Education,498.0495526974529,49778.29471295412,1,32,0,0
1671,South,37834.5685184351,Education,562.4819311449122,11395.894716142458,0,44,1,0
1672,North,81731.72505918541,Education,632.5436247112395,43800.18892685143,0,28,0,1
1673,West,28403.083488018678,Education,667.7646993964281,27374.13512028344,0,47,0,0
1674,North,11009.073845374562,Agriculture,604.8180934253855,6022.135006235067,4,25,0,0
1675,North,17512.405844603734,Agriculture,493.22265645202066,48750.03236477068,2,48,0,1
1676,North,86580.77201031012,Education,790.0045043106967,48427.155488451106,4,42,1,0
1677,East,65209.41205099232,Agriculture,344.765631909877,22247.187808229923,1,15,0,0
1678,East,29054.110520147784,Education,556.4408298339223,47936.39319886572,2,17,0,0
1679,South,57753.10340617723,Education,726.5606611571144,11345.433900734559,0,32,0,0
1680,South,55120.06413040829,Education,333.4799659102705,35604.9563504307,0,24,0,0
1681,West,67266.41795186282,Personal,687.9343692462156,13636.804409952554,3,49,1,0
1682,South,27152.81767005355,Small Business,750.8413925143287,16099.125635067245,1,26,0,1
1683,North,87118.28378346778,Agriculture,663.4572141898788,40070.18467411724,1,16,0,1
1684,North,34390.013397601215,Agriculture,307.1152907514458,21981.11380543827,3,49,0,0
1685,East,70942.5071277425,Education,399.07536492271345,5320.737627287953,4,35,1,0
1686,North,6531.841405360415,Personal,488.16219339057295,23640.729088801752,3,29,0,0
1687,West,40402.427339943984,Personal,428.52951960092525,15263.119428483176,1,40,0,0
1688,North,38412.43270608679,Agriculture,829.458677125085,35749.84611012311,0,43,0,0
1689,North,56631.020715386374,Education,658.3766527625864,13750.191352557513,3,18,0,1
1690,West,11909.944868833667,Agriculture,463.3340265433637,42901.40877964141,2,41,0,0
1691,South,80062.48050398029,Education,811.333624265995,17019.185544867392,0,49,1,0
1692,South,25689.17616791901,Education,707.3268097119028,22686.271622735618,4,37,0,1
1693,West,69318.59241379096,Small Business,456.5339665048731,18411.65873586941,0,19,0,1
1694,East,81305.15170818886,Education,508.3848631710755,33976.550651421465,4,36,0,0
1695,North,58378.31084294375,Small Business,409.6858720671762,9552.359355187851,0,41,1,0
1696,West,75383.90463858862,Agriculture,834.0906990462021,26514.471771420984,1,35,0,0
1697,North,67876.72966042552,Agriculture,584.5130727395402,20050.466684677616,4,41,0,1
1698,East,38775.33072944072,Personal,792.8311781238915,44786.20834797416,4,16,0,1
1699,North,81841.56120818871,Small Business,490.5748740592662,8303.544210847656,3,15,0,0
1700,West,32996.63013912516,Agriculture,773.4628817036116,42336.277921978464,0,53,0,0
1701,North,59265.22718639413,Small Business,329.6377666349402,12545.62144384591,4,20,0,0
1702,South,75812.78521844625,Agriculture,840.1496746383584,8985.994696847982,4,44,1,0
1703,East,41000.811432188224,Small Business,801.6189018683165,14104.528615535359,0,40,0,0
1704,East,33762.92272365538,Small Business,499.7616196271602,9619.384190531468,0,42,0,1
1705,East,48637.87096641816,Education,726.0971909230175,28444.27766909565,2,55,0,0
1706,West,82706.53196316959,Agriculture,713.7418595606043,49469.67288121016,3,30,0,1
1707,East,93342.56749883815,Personal,795.6901384066124,6544.730836591648,4,56,0,0
1708,South,56782.924221689565,Education,468.99023962084607,25750.77571937576,0,58,1,1
1709,West,67839.28950574693,Personal,556.0360029227822,22373.16480985378,4,13,0,1
1710,South,90810.99411269685,Small Business,775.7497869333292,20282.288641088016,2,31,0,0
1711,North,14361.950884229527,Education,728.2186997743688,19933.86246950124,2,23,0,0
1712,North,27047.464897285678,Small Business,516.4066953071535,45275.5740481908,4,32,0,0
1713,North,72345.50059390033,Agriculture,765.1488781016672,5853.9267593781815,3,42,1,1
1714,North,83255.72388166847,Agriculture,325.8247215778208,39871.23743210622,1,47,1,0
1715,South,86417.7576914049,Personal,730.1254666296445,16381.993046267376,4,31,0,0
1716,West,44435.1818012186,Agriculture,413.72122268853536,22248.29798679087,2,55,1,0
1717,West,13487.29071772735,Personal,457.36649930308295,23906.746078186,3,31,0,0
1718,East,46589.24034346389,Small Business,571.2681639775765,18712.928933318453,0,56,0,0
1719,South,26919.78606967011,Education,547.3539755884857,9210.148782592903,3,47,0,1
1720,North,32663.663224679294,Agriculture,586.3135587784345,10144.888197324566,3,57,0,0
1721,South,78365.41789956305,Small Business,599.626577619613,18415.900583718994,4,29,0,0
1722,East,12175.073172459252,Education,482.3402300673233,41981.40737992628,3,17,0,1
1723,East,83620.2156606667,Small Business,396.3751321593665,11058.244375433533,0,44,0,0
1724,South,45628.56315329606,Personal,722.6646761080183,38418.792491566885,4,21,0,1
1725,South,61626.073454556536,Small Business,519.9868819979281,17999.137824317946,2,29,1,1
1726,South,13516.961967389505,Personal,578.2124743524824,44755.922080044176,0,45,0,1
1727,West,37049.112443941565,Personal,654.5831950931149,24274.78139302884,4,26,0,1
1728,North,13521.587306410349,Agriculture,800.3008572686608,12727.5490983819,4,14,1,0
1729,South,96346.65367370541,Personal,689.154057127121,49363.00025497296,1,19,1,1
1730,South,81689.85668599379,Personal,325.0025740747115,12948.55336534602,0,22,0,1
1731,South,48665.111663863725,Small Business,761.2081998689098,30542.891955452124,3,57,0,0
1732,East,26242.242090748754,Personal,844.1452583201356,30617.89151432604,0,43,1,0
1733,East,93678.23499873596,Personal,559.8667639542603,21776.605303000095,0,59,0,0
1734,West,37736.676594062315,Small Business,833.2746850500304,47816.986664710894,1,53,0,0
1735,North,20293.521010300603,Education,601.0308082887323,42974.35530852793,3,28,0,1
1736,West,58500.616903125716,Agriculture,552.7887977295724,42341.88023772089,1,58,0,1
1737,North,94658.54143275753,Small Business,482.27262060010025,48836.8370943265,1,41,0,0
1738,East,5363.877597530644,Personal,661.6551817083364,25569.920218834257,1,54,0,1
1739,East,27621.86010912988,Small Business,426.4012312887745,9373.359902901317,0,19,0,0
1740,East,94152.52583898873,Education,357.7138201829224,39445.51664524072,1,51,0,1
1741,West,21253.166851430396,Small Business,314.98040642131775,22136.56607533702,2,18,0,0
1742,South,15758.127905782887,Small Business,460.80906199339506,13565.531831158323,3,31,0,1
1743,South,59167.78550098142,Small Business,517.673957691871,26746.130444911403,3,23,1,1
1744,East,86875.16321300884,Small Business,603.6421829546863,46657.35230752235,1,32,1,1
1745,South,50325.43268092298,Personal,461.01240385285354,12711.065855658278,0,39,0,1
1746,South,99483.60438502984,Small Business,841.2327648119762,43191.446685338386,4,39,0,0
1747,West,69521.31145610931,Education,460.45984253264214,23819.22237268028,4,27,0,0
1748,North,12037.116184992534,Small Business,542.5364636455248,11156.089131641389,0,59,0,1
1749,East,99319.05250978767,Small Business,356.8018910425452,43177.20367948954,1,21,0,0
1750,East,43749.95249411809,Personal,443.3445823353916,48632.915353614284,1,33,0,1
1751,West,32303.24071532084,Personal,326.5826768839451,18107.18221257552,2,18,0,0
1752,West,57998.52243989913,Small Business,607.7297483905304,18659.1294428931,4,15,1,0
1753,South,33909.22122298211,Personal,713.0855757228373,22574.569236796993,4,35,0,0
1754,East,13213.46317641447,Personal,407.6403978848374,41635.86640073632,3,45,1,0
1755,North,5135.692592521788,Small Business,502.35101579883894,5468.773853277491,1,52,0,0
1756,West,47710.41852742492,Personal,309.1389246999383,15078.044828189046,0,58,0,1
1757,North,84502.02511152627,Agriculture,761.7371306472166,36765.49149978468,1,25,0,0
1758,North,59369.942634857274,Agriculture,728.9799387124183,23253.775271848674,1,55,0,0
1759,East,99924.69339962688,Agriculture,334.7897169808608,19863.30303356574,2,28,1,1
1760,East,32250.431336483998,Personal,500.6771851262262,44252.73000059078,0,56,0,0
1761,West,31643.231152205255,Agriculture,825.4076376172225,46280.02640658077,2,19,0,0
1762,East,20176.198722224697,Education,515.6148808434374,47659.379862478796,2,53,0,1
1763,East,20586.040885206843,Agriculture,589.4147721982088,17264.773969443348,2,24,1,1
1764,East,32092.72662095454,Education,495.38357355569536,46063.06742925981,2,18,0,0
1765,North,80319.80430098508,Personal,627.872263470544,38163.449962728,1,14,0,0
1766,West,91046.89511046254,Agriculture,837.9862816002523,11939.663681986129,3,35,0,1
1767,South,97633.28112222972,Education,848.6263769146584,32462.151273869466,1,58,1,0
1768,North,27067.517139163,Personal,726.0932379061551,6185.066868814605,2,35,0,1
1769,East,88723.26683333871,Agriculture,522.3711039112416,36877.017009688934,2,18,0,1
1770,North,36184.23348134702,Small Business,571.9377104559435,38010.538519292226,3,41,0,1
1771,East,15719.851729104019,Agriculture,496.202230461768,40520.23288677488,4,16,0,1
1772,East,87652.36792441574,Agriculture,842.0660464473904,12763.62743550957,0,51,0,0
1773,North,65430.035291143766,Agriculture,689.268168203972,33271.24734263889,2,32,0,0
1774,West,20649.435127700865,Small Business,546.9122949884312,13048.550817244446,2,19,0,0
1775,East,45833.969463735244,Education,306.6633985602813,47599.25375251291,1,18,1,0
1776,West,32289.481013321427,Education,586.2658779148016,35375.48117063755,2,50,0,0
1777,South,74995.48402746872,Small Business,841.1605109358899,9289.663160182508,2,13,0,0
1778,East,48074.541909305466,Agriculture,587.6834999351786,13416.450350262026,0,54,0,0
1779,West,98981.59478510657,Agriculture,400.33467701901253,34855.704415838656,1,23,0,0
1780,West,10200.773314661536,Agriculture,312.15156090762616,26450.17232718239,4,39,0,0
1781,South,38726.450282943435,Education,495.08706696831496,38133.39497948953,2,55,0,0
1782,West,50780.515875447854,Education,805.0254306331337,17635.49595165466,2,30,0,0
1783,West,52797.68770109038,Small Business,848.1047594967346,34606.28915811846,4,39,0,1
1784,South,35013.903126635494,Personal,819.9523861466015,12963.207561369756,3,46,0,1
1785,East,74277.82366426896,Small Business,701.1809962898412,29466.96185124649,4,23,0,1
1786,West,88100.9719814526,Education,606.9785006423604,48100.98161974938,4,39,0,1
1787,West,94178.33368789699,Agriculture,624.8773805102386,33270.000453094384,1,37,0,0
1788,West,81483.870795955,Agriculture,596.4456050005786,7249.712787721242,4,49,0,1
1789,North,85805.11874412694,Agriculture,688.8771177076436,49494.29619814821,1,17,0,1
1790,South,57301.80355889958,Agriculture,530.3802746824438,12058.984834198953,4,30,0,0
1791,North,83459.38151054739,Personal,668.062202725671,37313.10962136973,2,38,1,1
1792,South,33832.87136905546,Small Business,366.88666322646054,28963.851757888817,2,20,0,0
1793,East,42855.48240037537,Small Business,446.13241860881607,18246.23095119367,3,52,0,0
1794,East,35106.73631276171,Education,759.8016713447462,12978.97184424691,4,21,0,0
1795,West,49401.79686755292,Small Business,797.0619119088651,12996.606392452206,0,21,0,1
1796,South,32130.063542670454,Personal,596.4545306581649,43627.98565436722,4,44,0,0
1797,East,96353.08701417244,Personal,317.39958946711283,44281.06313735405,0,29,0,0
1798,South,34720.23966053847,Personal,809.8354639354725,25931.54847311204,4,21,0,0
1799,East,14314.231120539283,Agriculture,686.1353419150075,9662.965831623824,1,18,0,1
1800,North,55047.63077478927,Education,527.7153580654484,44787.429673105544,2,51,1,0
1801,East,10424.412452291755,Personal,629.108418759723,26915.74187787901,0,43,0,1
1802,North,15501.600799315149,Small Business,536.3761589427513,24744.309029011118,0,54,0,0
1803,East,25841.9919736434,Small Business,555.936574702628,23331.06609969291,4,17,0,0
1804,West,49113.27373880346,Small Business,787.7454261126709,21425.637823664256,2,30,0,0
1805,North,46158.83856935765,Personal,388.59633580441135,28670.243162386738,3,52,0,0
1806,East,80970.72689026516,Personal,357.0180245152302,32204.35519752669,0,54,0,1
1807,West,75250.09211899077,Small Business,301.5008094821587,25989.449160783017,2,45,0,0
1808,North,45500.23792911662,Personal,472.70020658666965,45349.167355477,2,54,1,0
1809,West,36701.899719684836,Small Business,381.07757156643504,19294.755283827377,0,16,0,0
1810,South,35064.53448584236,Agriculture,420.99202232596116,31024.03355540516,1,30,0,0
1811,South,78529.53329293085,Personal,306.18144046595734,18497.926408729334,1,25,1,1
1812,North,9946.878591020624,Agriculture,424.95747807823676,38900.75107066404,4,21,0,0
1813,East,6218.056703507554,Agriculture,482.9913700628057,9595.449469770603,4,22,0,0
1814,North,80576.71723303157,Personal,317.3621230254347,13491.454855789963,2,42,0,1
1815,West,50328.905718959686,Small Business,634.3472683634312,41054.06344671278,0,13,1,1
1816,East,17433.70816258972,Education,612.8401918860668,13243.891784879243,1,21,0,0
1817,South,27378.76378647762,Agriculture,353.3696781804588,33158.585578763305,2,32,0,0
1818,East,93587.87554425134,Personal,627.2553776351206,48660.955335688865,1,12,0,0
1819,South,86652.7826843653,Agriculture,849.2596552348828,28530.077619468462,0,57,0,0
1820,East,72429.5797712774,Small Business,819.4579240463473,13432.840085303116,1,42,1,1
1821,East,50811.39688204602,Personal,301.46904635221483,19431.097056168688,3,22,0,0
1822,East,54430.74448818164,Education,737.4580712316978,42055.61344044072,4,54,0,0
1823,West,97648.23085197607,Personal,494.48290193006727,20824.741090398817,1,21,1,1
1824,West,96748.19216900728,Agriculture,335.0082536840451,37558.011156341614,0,31,0,0
1825,North,25450.559349654257,Personal,462.7907675439144,39980.75282978046,0,32,0,1
1826,North,82054.93379900522,Personal,476.9550839721293,27553.228126032387,3,48,0,0
1827,South,23738.053285866597,Agriculture,587.7843316199812,40244.6022964875,0,48,1,0
1828,West,25286.060398975384,Education,663.59607199787,19260.635199269647,3,25,0,0
1829,South,69228.8382456348,Small Business,711.9805867146245,28227.18410223826,2,16,0,0
1830,North,43475.1043658171,Personal,435.2466734097967,35895.12187874632,1,17,1,0
1831,South,93496.71867511942,Education,476.9738136366733,12563.291628697118,0,35,0,0
1832,North,13455.92481512084,Small Business,469.6099387728543,17312.988532198535,4,27,0,0
1833,West,53594.935876901836,Agriculture,499.5052774664821,34341.647152714344,1,34,1,0
1834,East,92259.54539209652,Education,849.8109699259863,34491.20539232991,3,58,0,0
1835,West,90890.79774555299,Education,727.8688165550842,27198.61909038405,1,49,0,1
1836,South,19870.275274495416,Personal,836.2447558977834,40801.34105519542,1,27,0,0
1837,South,39830.58150916336,Agriculture,681.2110827508815,26692.4705902239,0,24,0,1
1838,West,63816.53300443614,Personal,523.4488859060064,44659.501943617994,4,56,0,1
1839,West,20142.51405328321,Agriculture,514.3593009948362,38115.65438923754,2,19,0,1
1840,North,96962.10634434517,Small Business,568.7196297362748,19161.268848650358,4,49,0,1
1841,South,91901.18622912774,Personal,529.2783808504405,22786.430381804996,3,43,1,0
1842,South,20860.26700827457,Agriculture,755.5794353510101,35045.90085964306,4,33,0,0
1843,West,16509.768819793615,Agriculture,555.7511071646811,45250.3678470571,4,28,0,0
1844,East,13113.805866785202,Education,462.5878981159653,13041.892971657893,3,16,0,0
1845,South,91397.14808347996,Personal,726.1731477831585,28159.859243389106,4,19,0,0
1846,East,23394.261930568773,Personal,769.9312251597671,10345.298959596952,2,41,0,0
1847,West,44547.0682117137,Small Business,531.2359258772483,17575.481989405904,1,30,0,0
1848,West,47640.87973694029,Agriculture,667.2947145480425,35869.161168195904,2,23,1,1
1849,North,61906.049200288915,Education,332.3424936385676,8498.058586167277,1,36,0,0
1850,South,11814.857656005372,Agriculture,591.2056685843066,34806.13618499813,1,55,0,0
1851,East,26542.068653049017,Agriculture,324.7396257600294,45536.50044253837,4,24,1,0
1852,North,93491.58675729798,Agriculture,316.05496227195744,48621.663095830976,1,15,0,0
1853,South,91298.9601905141,Personal,637.1086677875064,14748.449046148198,3,21,1,1
1854,North,79222.61150354076,Agriculture,466.83446031724293,38700.40804735441,2,59,0,0
1855,West,6843.1183337304665,Small Business,708.395439350506,46686.67019174884,1,39,0,0
1856,South,36065.6430071297,Education,792.8454083479257,9111.61898822462,4,16,0,1
1857,North,64656.07985757624,Education,376.6651455516929,23631.06238201424,4,39,1,0
1858,North,31143.07011848019,Agriculture,698.4875612184081,46373.43950924747,4,55,0,1
1859,East,91410.73603010885,Education,582.9859990585887,14125.437421467355,0,42,0,0
1860,North,65219.498874081975,Agriculture,361.6655875894844,47019.23077045288,2,27,0,0
1861,South,11831.138145062332,Personal,658.3759335643986,28723.64319895003,4,34,0,0
1862,South,91355.53093939179,Education,635.20674170856,9495.188714190006,3,40,0,1
1863,East,95987.83252674114,Personal,583.6030270704305,25244.479253998175,4,58,0,1
1864,South,12382.679747213922,Personal,809.5591625078118,19681.75379601798,0,32,0,1
1865,West,55574.22231182492,Small Business,586.593832857209,17699.187224831374,2,13,0,0
1866,South,33819.60681034619,Small Business,844.7833134976169,29366.40090351577,1,34,0,1
1867,South,42319.71226573322,Education,580.075847616461,26761.671083834153,2,27,0,0
1868,North,22066.86570575748,Agriculture,363.7186210657522,26688.522182904137,1,22,0,0
1869,North,59916.849691179195,Agriculture,558.7591880912667,8966.377899640189,1,20,0,0
1870,South,96008.0385586446,Agriculture,400.2808194052892,41104.31814622114,4,13,1,1
1871,East,52791.89702580286,Agriculture,628.423416869585,26664.769191010786,3,29,0,0
1872,North,12876.88523247571,Small Business,681.2226963564806,41940.76229158434,3,24,1,1
1873,East,63900.126680353795,Agriculture,557.6394032889016,42106.758869792764,4,56,1,1
1874,South,37321.18447286942,Agriculture,353.7366322257315,19271.089618161943,0,19,0,0
1875,South,86312.89301117329,Personal,557.7527692209542,5195.583671342556,1,21,0,0
1876,West,46294.42409006467,Agriculture,344.7998181039202,46006.05548561533,3,38,1,1
1877,North,23319.762849513332,Agriculture,675.1692755285937,39231.26118888081,2,28,0,0
1878,South,23155.03415565877,Small Business,734.7025236757981,9826.3380570562,0,35,0,0
1879,West,78032.59716851024,Education,829.3091799748714,36577.71653013956,4,32,0,0
1880,North,30230.82183919919,Personal,381.841158920651,5901.047090099627,0,12,0,0
1881,South,77887.17244512618,Personal,592.8311845433172,6249.158114931432,3,27,0,0
1882,South,24559.294522826942,Education,612.1455521444802,28662.04578190291,4,54,0,1
1883,North,35560.20502662439,Personal,807.3620935795389,9321.684315635597,3,44,1,0
1884,North,49221.26238177144,Agriculture,645.0021523280828,48395.14351182135,1,17,1,0
1885,North,94603.60572087782,Agriculture,380.0303051049266,45222.40519926181,0,23,0,0
1886,South,93514.48535161334,Education,539.993228179754,34241.541406154814,1,43,0,0
1887,South,24652.828165117342,Small Business,660.1193906784378,7866.903687724098,2,59,0,1
1888,West,39030.80891809192,Small Business,685.1564376381136,19617.586601317933,1,22,0,0
1889,East,19192.94190310837,Personal,774.6906992248155,21727.534905771976,0,29,0,0
1890,North,53448.582534782225,Small Business,399.27891591441846,26639.592612291483,2,13,0,0
1891,South,48755.34231599332,Small Business,823.3481807155241,12600.62933029035,3,43,0,1
1892,South,90572.21543281958,Small Business,332.5266766085757,30988.023925873815,2,31,0,0
1893,North,93350.5108901519,Small Business,841.0691740128962,24609.679155915048,0,32,0,1
1894,East,41438.90214569275,Small Business,771.7719010765247,47628.363352678636,4,47,0,1
1895,North,51715.104586803995,Small Business,663.1500305191942,47128.78533313486,2,49,0,1
1896,East,90142.44366888264,Small Business,704.2475251454318,30446.327990298756,3,38,0,0
1897,South,81637.24173578084,Personal,339.98060325533805,33995.720119574085,2,58,0,0
1898,East,5347.349577741681,Agriculture,322.8139245919488,11200.84104981841,1,22,0,0
1899,West,35405.65859744034,Small Business,355.97118810325105,15049.54574780772,4,29,0,0
1900,South,45068.55298393196,Agriculture,348.0478980652758,45532.19318908593,0,28,0,1
1901,West,26823.046949907013,Education,601.0596784081893,36462.46653030807,4,45,0,0
1902,North,23959.30351011418,Agriculture,418.494192911484,13524.358877738488,1,56,0,0
1903,North,8589.528126589568,Education,773.1131004636995,30659.46377329503,4,37,0,1
1904,North,66120.12388162725,Personal,545.1617426874398,47064.2562720252,1,17,0,0
1905,East,29938.47759590074,Agriculture,682.5307620520512,20532.699777285663,2,54,0,0
1906,South,9972.981950974743,Education,659.0802011335879,13361.916898358837,0,41,0,1
1907,North,26943.034500166046,Agriculture,475.9191714113405,47391.13746090943,1,50,1,0
1908,North,81181.82551943202,Personal,433.742165439151,25756.941213144462,1,43,1,1
1909,South,85891.47225642193,Agriculture,488.3509569131494,23775.88993982449,2,28,0,0
1910,North,50891.29329336375,Education,738.1621056174106,17040.523990673762,1,24,0,0
1911,West,44526.713688825184,Small Business,622.4522666307902,45121.33827262149,0,57,0,0
1912,South,97896.10088266927,Small Business,439.44626438554644,43052.75451003088,3,52,0,0
1913,South,24053.64266086664,Small Business,749.8155436832367,23134.56797465393,4,24,0,0
1914,South,25459.131871187805,Personal,330.1176623606687,6377.597595368548,1,17,0,0
1915,West,32727.381818457976,Small Business,684.5508562446624,25099.31437277628,4,33,0,0
1916,South,21411.945236703294,Personal,541.505443162121,13138.610746102398,4,44,0,0
1917,West,41039.73182939772,Small Business,702.2097123362386,11423.033156699654,3,44,0,1
1918,South,91529.2515640266,Personal,810.1037041338848,22689.21253529406,1,15,0,1
1919,East,63458.04485971456,Personal,712.5187538707971,9458.462180508224,0,25,0,0
1920,North,44134.92211816505,Agriculture,543.0809454212604,48085.90281192492,1,59,1,0
1921,East,93769.02548426541,Small Business,383.0366248326344,7139.263180157681,4,46,0,1
1922,North,9604.102085203122,Agriculture,743.4930366929885,23061.633232942724,2,38,0,0
1923,West,24976.23690067683,Education,553.3880398067544,12321.62159142627,3,17,0,0
1924,East,58759.4174846671,Small Business,341.42177790142136,35996.50946879403,0,12,0,1
1925,South,63477.49920335202,Small Business,695.4804687772763,8546.51521465528,0,54,0,0
1926,North,8757.963123448248,Small Business,460.51858125412434,29606.250839388544,4,39,0,0
1927,North,43288.682001177556,Small Business,326.88852622785186,39789.56728408719,0,40,0,0
1928,East,66669.62665893292,Agriculture,796.5130582357427,47752.692577203685,4,43,0,1
1929,West,71316.70190832316,Agriculture,565.7056006516505,36433.74033362357,0,39,0,0
1930,East,65623.29073904558,Personal,454.52857924516184,9477.129093556257,0,38,0,0
1931,West,35453.506314287835,Agriculture,694.0126068367014,8983.424737136345,4,21,1,0
1932,West,13884.411741801403,Personal,787.2463077254101,37921.91218421296,3,29,0,0
1933,North,45575.68240983674,Education,300.1688912685655,14689.82322515609,0,15,0,0
1934,East,17231.67154996527,Agriculture,678.3187017731846,25125.768888496197,1,49,1,0
1935,East,95024.24755946337,Personal,721.8564317101318,48947.949560811154,2,52,0,1
1936,West,50141.23227214968,Small Business,415.46008500372113,41895.8059281744,4,53,0,1
1937,East,35139.621563902416,Education,569.293107275596,43096.701078509024,0,43,0,1
1938,South,77798.88675629551,Personal,349.1072444048647,43734.645712763544,3,16,0,0
1939,South,52305.11629531507,Education,710.7124353834412,32879.5403054701,1,33,0,0
1940,East,34453.232281182754,Small Business,766.1008102098439,38477.02657381153,4,59,0,0
1941,East,82136.93552712616,Small Business,359.50266152856335,21153.24115854293,1,33,0,0
1942,West,87379.45434510658,Personal,749.0531393880591,49930.08019577828,2,13,0,1
1943,South,68935.77579742431,Personal,724.3635937664935,17582.997634459025,3,52,0,0
1944,South,9461.620128728393,Small Business,490.8023262039935,31550.333148658377,4,54,0,1
1945,North,58800.673615820546,Personal,679.6592414634708,17692.7755244537,4,45,0,0
1946,West,77513.01663974175,Small Business,300.0264681418715,10043.197275203293,0,13,1,0
1947,North,17967.786147940307,Agriculture,812.4887099562992,30541.361667965448,1,57,0,0
